id,name,short_name,description,sector_id,country_id,year_established,chartable,hidden,urlslug
112,"The Abraaj Group",Abraaj,"Founded in 2002, The Abraaj Group is a leading investor operating in the growth markets of Asia, Africa, Latin America, the Middle East and Turkey. Employing over 300 people including more than 170 investment and operating professionals, the Group has over 20 offices spread across five regional hubs in Dubai, Istanbul, Mexico City, Nairobi and Singapore. Local presence across these markets provides the Group with unmatched expertise, know-how, proprietary transactional access and the ability to grow partner businesses across borders. - See more at: http://www.abraaj.com/about-us#sthash.pQjgDkzu.dpuf",21,13,2002,1,0,abraaj
113,Taqa,TAQA,"TAQA has investments in power generation, water desalination, oil and gas exploration and production, pipelines and gas storage. The company's assets are located in Canada, Ghana, India, Iraq, Morocco, Oman, Saudi Arabia, the United Arab Emirates, Netherlands, United Kingdom and United States.",1,13,2005,1,0,taqa
114,Tristar,Tristar,"Tristar is a fully integrated Liquid Logistics Solutions provider that offers a comprehensive list of services to cater to the needs of the petroleum and chemical industries, both in the region and globally. With operations that span across many continents, Tristar’s core expertise lies in handling hydrocarbons, lubricants, chemicals and liquid gases.
",5,13,1998,1,0,tristar
115,ESNAAD,ESNAAD,"SNAAD means “support” in Arabic, and this is exactly
what the company does – supports the Oil and Gas Industry.

As a wholly owned subsidiary of ADNOC, ESNAAD operates from the Mussafah Offshore Supply Base, which is strategically located at the industrial hub of Mussafah, approximately 40kms by road from the city centre of Abu Dhabi.

With over 1300 employees, ESNAAD operates 24 hours a day throughout the year, with round the-clock security, on a base that covers over 1.4 million square meters of land, and offers state-of-the-art facilities for the Offshore and Onshore Oil and Gas Industry.",1,13,2003,0,0,esnaad
116,"ADNOC - FERTIL",FERTIL,"The prime objective behind establishing FERTIL was to utilize the lean associated gas supplied from the onshore fields to manufacture fertilizers and to market them locally and internationally. It is comprised of one processing unit each of ammonia and urea. 
",9,13,1980,0,0,fertil
117,"Abu Dhabi National Exhibitions Company (ADNEC)",ADNEC,"Abu Dhabi National Exhibitions Company (ADNEC) owns and operates the Abu Dhabi National Exhibition Centre, which is the largest exhibition venue in the Middle East. It is part of an international venue development and business management company overseeing the Abu Dhabi National Exhibition Centre, ExCeL London, the Al Ain Convention Centre, Capital Gate, and Capital Centre. It can also be referred to as ADNEC Group.",15,13,2005,1,0,adnec
118,"Emirates Foundation",EF,"Emirates Foundation for Youth Development is an  independent philanthropic organization set up by  the Government of the Emirate of Abu Dhabi to  facilitate public-private funded initiatives to improve the welfare of youth across the UAE. ",11,13,2005,1,0,ef
119,Almarai,Almarai,"Almarai Co. Ltd. engages in the food and beverage business.

Its principal business activities involve manufacturing and trading of dairy, juice, bakery and poultry products.

The company was founded by Prince Sultan bin Mohammed bin Saud Al Kabeer in 1977 and is headquartered in Riyadh, Saudi Arabia.
",23,10,1977,0,0,almarai
122,"Environment Agency - Abu Dhabi",EAD,"Established in 1996, the Environment Agency – Abu Dhabi (EAD) is committed to protecting and enhancing air quality, groundwater as well as the biodiversity of our desert and marine ecosystem. By partnering with other government entities, the private sector, NGOs and global environmental agencies, we embrace international best practice, innovation and hard work to institute effective policy measures. We seek to raise environmental awareness, facilitate sustainable development and ensure environmental issues remain one of the top priorities of our national agenda.?",25,13,1996,0,0,ead
125,"Rotana Hotel Management Corporation",Rotana,"Rotana Hotel Management Corporation PJSC operates as a multi-brand hospitality management company. The company operates and manages hotels, resorts, hotel apartments, and residences in Bahrain, Egypt, Iraq, Jordan, Saudi Arabia, Kuwait, Lebanon, Libya, Oman, Qatar, Sudan, Syria, and the United Arab Emirates. Its amenities include rooms and suites, lobbies, lounge cafés, business centers, meeting and conference rooms, pool bars, health and fitness clubs, spas, swimming pools, dining outlets, and restaurants. Rotana Hotel Management Corporation has strategic alliances with Orascom, Golden Group of Companies, and Taameer Investment. The company was founded in 1992 and is headquartered in Abu Dhabi, United Arab Emirates. ",24,13,1992,1,0,rotana
126,"Jumeirah Hotels & Resorts",Jumeirah,"Jumeirah International LLC owns, manages, and operates luxury resort and beach hotels primarily in the Middle East, Europe, and Asia. Its hotels facilitate various amenities, such as luxury rooms and suites, fitness facilities, swimming pools, dining and nightlife venues, restaurants, cafes and bars, kids clubs, spas, and meeting and business facilities, as well as access to various shopping and entertainment areas for corporate and leisure travelers. The company also operates luxury serviced residences in London, United Kingdom; and Dubai, United Arab Emirates. Jumeirah International LLC was founded in 1997 and is based in Dubai, United Arab Emirates.",24,13,1997,1,0,jumeirah
128,"Zain Jordan","Zain Jordan","In 1995, Zain Jordan revolutionized telecommunications in Jordan by introducing GSM mobile services into the country. Zain quickly became the foremost telecom company in Jordan, a position that it kept to this day through a far sighted policy of investment in adopting cutting edge technology to provide state of the art services to customers. 
Since its inception, Zain Jordan has tallied subscriber growth at an exceptional rate, with the number of subscribers around 4.615 million subscribers in the kingdom. Through about 5275 cell sites, Zain covers the entire populated area of Jordan.
",8,5,1995,1,0,zain_jordan
130,"Zain Saudi Arabia","Zain Saudi Arabia","Zain Saudi Arabia is the third mobile network operating company in Saudi Arabia, operating GSM and LTE technology. It was launched on 26 August 2008 and it enrolled more than 2 million subscribers within 4 months of its launch. The company paid $6.1 billion for its license to operate in Saudi Arabia for 25 years.",8,10,2008,1,0,zain_sa
133,"Zain Bahrain","Zain Bahrain","Zain Bahrain entered the Kingdom's telecoms market in 2003 as the second mobile service entrant. Riding on the promise of innovative business practices and cutting-edge technology, Zain Bahrain has delivered by putting Bahrain on the global telecommunications map with a string of firsts – the first country with nation-wide 3G, then 3.5G and WiMAX coverage. Today, Zain Bahrain has developed into a successful fixed wireless service operator offering full-spectrum corporate telecoms solutions, voice and data services to customers in the Kingdom. ",8,45,2003,1,0,zain_bahrain
134,"Zain Iraq","Zain Iraq","Zain Iraq is the leading telecommunications operator in Iraq and part of the Zain Group which is a pioneer in Mobile telecommunications and Technology across the Middle East with a huge customer-base in 8 different countries. With direct considerable investments in Iraq within a tenure span of more than a decade, Zain Iraq is the largest mobile operator in Iraq by subscribers. A strategy concentrated on customer service and quality, Zain Iraq has all the tools to equip its customers with the latest technology and services. It has the infra structures, required equipment and regional and international experience to provide the best and fastest 3G service. The company is headquartered in Baghdad and covers 97% of the Iraqi population nationally. It is also a focal point for CSR sustainable programs concentrating on giving back and adding value to society through its social, cultural and economic initiatives. 

",8,4,2003,1,0,zain_iraq
135,"Zain Kuwait","Zain Kuwait","Zain’s ?agship operation was established in 1983 and made history in 1994 by becoming the first telecom operator to launch a commercial GSM service in the region. 2013 sees the company celebrating its 30th anniversary, an enduring period that has witnessed many remarkable milestones in the country and beyond. 

As the country’s leading mobile voice and data provider on many key indicator levels including customer base, revenues, number of network sites and data usage, and customer branches, etc…the operation today is recognized as a regional leader in technology and customer offerings on the back of its state-of-the-art network that incorporates a nationwide superfast 4G LTE network. Complementing its cutting edge position is the company’s commitment and extensive investment in numerous community support programs and sponsorships. ",8,6,1983,1,0,zain_kuwait
137,"Zain Lebanon",Touch,"On June 1, 2004, Zain (formerly known as MTC Group) the leading telecommunications mobile operator in the Middle East and Africa, was tendered a 4-year agreement by the Lebanese government to manage one of the country’s two existing mobile networks (Mobile Interim Company 2 – MIC2). In November 2004, the operation was branded as mtc touch, then as touch in June 2012 and remains today the sole subsidiary amongst 6 others not to be owned by Zain Group. 

In collaboration with the Lebanese Ministry of Telecommunications, touch continues to enhance its network capacity while consistently providing its customers with cutting-edge products and services. It also seeks to improve the quality and variety of its services, without compromising on cost-effective pricing modules. 
With a strong commitment to the local workforce, 100% of touch’s employee base is comprised of highly qualified Lebanese. Lebanese personnel are highly valued for being service-oriented, flexible, multilingual, and have become one of the country’s main resources on an international scale. 
",8,7,2004,1,0,touch
139,Eradah,Eradah,,11,10,,0,1,eradah
140,"Bank Audi","Bank Audi","Founded in Lebanon in 1830, Bank Audi has sustained its solid growth, building a strong legacy of excellence in banking.  The Bank is headquartered in Lebanon, yet has successfully expanded to 11 other countries located across the Near East, North Africa, the GCC and Europe, namely Switzerland, France, Jordan, Syria, Egypt, Sudan, the Kingdom of Saudi Arabia (KSA), Qatar, Monaco, Turkey and the United Arab Emirates (UAE). Bank Audi is a joint-stock company (“société anonyme libanaise”) with a diversified shareholder base that encompasses founding shareholders, large regional investors, international institutional investors, as well as executives and employees. The Bank offers a full range of products and services in Commercial and Corporate Banking, Retail and Personal Banking, Private Banking, Investment Banking, and Islamic Banking within a wide range of industries including manufacturing, trading, contracting, real estate development, hotels, food and beverage, education, media services, health and social services, and retailing among others. ",6,7,1830,1,0,bank_audi
141,"Zulekha Hospitals Group","Zulekha Hospital","Zulekha Hospitals Group is an investor owned healthcare services company. Today, Zulekha Hospital represents as a total healthcare service provider that’s
accessible to anyone in need of any kind of medical attention. This continual evolution of our services, from a 30 bed hospital to a professionally managed multispecialty facility offering modern medical solutions, is the vision of Dr. Zulekha Daud. ",19,13,1966,1,0,zulekha_hospital
142,"Saudi International Petrochemical Company (SIPCHEM)",Sipchem,"Starting from humble roots in 1999, Sipchem is now a globally recognized  chemical manufacturer and plc (2006), generating revenue of over SR 3.5  billion  in 2015 and employing more than 1,100 people from all around the world. - See more at: http://www.sipchem.com/en/about-sipchem/our-journey#sthash.guX46S2N.dpuf",9,10,1999,1,0,sipchem
143,"Farabi Petrochemicals Company",Farabi,"Farabi Petrochemicals Company is a manufacturer of Normal Paraffin and Linear Alkylbenzene using UOP technology.

Farabi Petrochemicals Company's (FPC) integrated Petrochemical Complex was inaugurated by the Custodian of the Two Holy Mosques, King Abdullah Bin Abdul Aziz in June 2006 during his landmark visit to Jubail Industrial City.

FPC has selected Jubail Industrial City as a strategic location because it provides several competitive advantages like feedstock supplies, utilities and impeccable infrastructure to compete in the global market.

FPC has access to world class port terminal facilities for bulk shipments as well as container shipments of its products and also having loading facility at site through road movement to meet customer preference on logistics.",9,10,2006,1,0,farabi
144,"Classic Fashion Apparel Industry Co. Ltd.","Classic Fashion","Classic Fashion Apparel Industry Co. Ltd. was established in the year 2003, in Al-Hassan Industrial Estate, the world´s first Qualifying Industrial Zone, in Ramtha, near Irbid city, in the Hashemite Kingdom of Jordan. It then had only two production lines engaging 300 people and 130 machines and its turnover, then, was just 2 million US dollars per annum.

Now, slightly more than a decade later, Classic Fashion has over 7500 machines and 15000 employees, producing between 150,000 and 200, 000 garments per day. Its annual turnover exceeds 254 million dollars. In the garment manufacturing sector in Jordan the Company leads the export sector with a 19% share of Jordan´s total garment exports.

Classic Fashion supplies garments of top quality such as active knit tops and bottoms, denim and casual bottoms, formal pants, work-wear, outer-wear to world leaders in retail marketing like Under Armour, Wal-Mart, Hanes Brand Inc., Lands´ End, One Jeanswear Group, etc. The Company has been included in the Golden List of Companies established by the Ministry of Labour of the Kingdom of Jordan. It is also a member of ILO-IFC Better Work Programme.",7,5,2003,1,0,classic_fashion
145,"DP World","DP World","DP World is a leading enabler of global trade and an integral part of the supply chain.  We have a portfolio of 77 operating marine and inland terminals supported by over 50 related businesses in 40 countries across six continents with a significant presence in both high-growth and mature markets.",5,13,2005,1,0,dp_world
146,"Commercial International Bank",CIB,"Commercial Bank International PSC engages in commercial banking activities.
It operates through the following business segments: Banking activities, Brokerage activities and Real estate activities.
The company was founded in 1991 and is headquartered in Dubai, United Arab Emirates.",6,2,1991,1,0,cib
148,"Nama Group",Nama,"Nama Group founded on October 2002, previously known as Electricity Holding Company specializes in electricity and water services. 
Nama Group consists of distribution/supply companies, procurement company, transmission company and generation companies. ",12,8,2002,0,0,nama
149,"Dubai Police",dubai_police,"Dubai Police is an Arab modern establishment with a force of more than fifteen thousand employees, it was established on June 1956.
Dubai Police is one of the best security institutions, at all levels; locally, regionally, and globally
Dubai Police is an integral part of the United Arab Emirates Police Force, chaired by His Highness, Sheikh Mohammad Bin Rashid Al-Maktoum; Vice-President, Prime Minister, and Ruler of Dubai.",25,13,1956,0,0,dubai_police
150,"Nuqul Group","Nuqul Group","Nuqul Group is a conglomerate of 30 companies and one of the Middle East's leading industrial groups. It was established in 1952. The company specializes in hygienic products, and their core companies are incorporated under one commercial  entity (Fine Hygienic Holding –FHH LLC.). 
Nuqul Group operates in 40 markets, and employs 5,000 staff member mainly within the Middle East and North Africa region.",7,5,1952,0,0,Nuqul_Group
151,"Al Naboodah Group Enterprises",ANGE,"A major conglomerate founded in 1958, that employs over 16,000 employees. ANGE specializes in construction, civil engineering and MEP, and are the exclusive distributors of world-class brands.",26,13,1958,1,0,alnaboodah
152,"ADNOC - Abu Dhabi Marine Operating Company (ADMA)",ADMA-OPCO,"Abu Dhabi Marine Operating Company established in 1977, is a major producer of oil and gas. from the offshore areas of the Emirate of Abu Dhabi.
ADMA-OPCO's shareholders are ADNOC, owning 60% of shares, while the rest 40% is divided between BP, Total and JODCO.",1,13,1977,0,0,ADMA
153,"Sharjah City for Humanitarian Services (SCHS)",SCHS,"Sharjah City for Humanitarian Services is a non-profit organisation founded in 1979, providing services to persons with disabilities.
",11,13,1979,0,0,SCHS
154,"Jordan River Foundation",JRF,"The Jordan River Foundation (JRF) is a Jordanian non-profit, non-governmental organization that works towards enhancing the social and economic well-being of citizens, and focusing on enhancing the success, prosperity and independence of Jordanian Women.
JRF was founded in 1995 and Chaired by Her Majesty Queen Rania Al Abdullah.
",11,5,1995,0,0,JRF
155,"International Modern Hospital","International Modern Hospotal","International Modern Hospital founded in 2005, is  is a multi-specialty hospital in United Arab Emirates. Having various specialties and capabilities of providing treatment to all types of Medical and Surgical emergencies.",19,13,2005,0,0,international_modern_hospital
156,"Ministry of Interior UAE","Ministry of Interior","Ministry of Interior is one of the most important authorities in UAE, aims at maintaining the safety of the country and citizens.
",25,13,1971,0,0,ministry_of_interior
157,"NMC Healthcare","NMC Health","One of the largest private healthcare operator in UAE",19,13,1975,0,0,nmc_health
158,"Roads and Transport Authority",RTA,"RTA is a government transportation authority in Dubai, specializes in planning and overseeing the rail, roads and marine transportation networks.",25,13,1971,1,0,rta
159,ALDAR,Aldar,"Aldar was established in 2004, and listed on Abu Dhabi Stock Exchange(ADX). Aldar specializes in property development and management, real estate asset management and adjacent businesses.
One of the most well-known developments by Aldar is Yas Island. Also, the development of Ferrari World and Yas Marina circuit on the island.
In 2013, Aldar merged with Sorouh Real Estate PJSC (""Sorouh"")",17,13,2004,1,0,aldar
160,"Emirates National Oil Company",ENOC,"Emirates National Oil Company Group (ENOC) is a global oil and gas company, wholly owned company of the Government of Dubai, owns more than 30 related subsidiaries involved in refining, lubricant blending, storage, aviation and retail.",1,13,1993,0,0,ENOC
161,"Sustainability Excellence",SE,"Sustainability Excellence is a recognized leader in sustainability advisory services, sustainability reporting, and ESG assessment services in the Arab region.",15,13,2007,1,0,SE
162,"Abu Dhabi Water and Electricity Authority",ADWEA,"Abu Dhabi Water and Electricity Authority is a government entity established in 1998. 
ADWEA constantly researches and develops ways to efficiently produce and distribute water and electricity.",25,13,1998,0,0,ADWEA
163,"Emirates Global Aluminium",EGA,"Emirates Global Aluminium (EGA) is an aluminium conglomerate with interests in bauxite/alumina and primary aluminium smelting, owned equally by Mubadala Development Company of Abu Dhabi and Investment Corporation of Dubai. 
Dubai Aluminium (“DUBAL”) and Emirates Aluminium (“EMAL”) are EGA’s core operating assets.",10,13,2014,1,0,ega
164,"Aluminium Bahrain",Alba,"Aluminium Bahrain B.S.C (‘Alba’) is Bahrain’s national aluminium producer and one of the world’s largest single-site smelters, established in 1968 and began operations in 1971. Alba is a dual listed Company on both the Bahrain Bourse and London Stock Exchange. ",10,45,1968,1,0,alba
165,"Salem Bin Mahfouz Foundation","Salem Bin Mahfouz Foundation","Salem Bin Mahfouz foundation was founded in 2013, becoming an entity that manages all the charity work for the late Sheikh Salem Bin Mahfouz .
Salem Bin Mahfouz Foundation aims to improve and sustain public welfare through education, enabling third sector and community development 
",11,10,2013,1,0,sbmf
166,"Hikma Pharmaceuticals","Hikma Pharmaceuticals","Hikma Pharmaceuticals a leading pharmaceutical manufacturer in MENA and emerging markets, founded in 1978 in Amman, Jordan. Hikma Pharmaceuticals delivers high-quality, affordable generic and branded generic medicines to patients across global markets. ",19,5,1978,1,0,hikma
167,"Apparel Group","Apparel Group","Apparel Group is a global fashion and lifestyle retail conglomerate established in 1999, in Dubai, United Arab Emirates. Today Apparel Group has more than 1750 stores and more than 75 brands across four continents. ",26,13,1999,1,0,apparel_group
168,"Dewan Architects & Engineers","Dewan Architects & Engineers","Dewan Architects & Engineers has been leading the evolution of the Middle East's booming architectural and engineering design sector for almost three decades. Its founder and current Chairman and Managing Director, Mohamed Al Assam, established the inaugural Dewan office in Abu Dhabi in 1984.",18,13,1984,1,0,dewan_architects
171,"Emirates Telecommunications Group Company PJSC (Etisalat) ","Etisalat Group","A multinational UAE based telecommunications services provider, currently operating in 17 countries across Asia, the Middle East and Africa. 
",8,13,1976,1,0,etisalat
172,"Holiday Inn Dubai-Al Barsha (HIAB)","Holiday Inn Dubai-Al Barsha (HIAB)","Holiday Inn Dubai - Al Barsha established in 2008, is close to all major business districts and Dubai's major leisure and entertainment hubs.
Al Barsha combines world class amenities offered by an international hotel chain with personalized care and service integral to local sensibilities.",24,13,2008,1,0,holidayinn_dubai
173,"NRS International Group","NRS International ","NRS International is a family-owned company that manufactures and develops products for the humanitarian, public health and development sectors.",11,13,1966,1,0,nrs
174,"Union Properties PJSC (UP)",UP,"Union Properties PJSC (UP) is one of the leading property investment developers in the UAE . As a public limited company, Union Properties understand the need to develop communities and add value to the society in everything Union Properties do. ",17,13,1987,1,0,up
175,"Emirates NBD","Emirates NBD","Emirates NBD was established in 2007 when the shares of Emirates NBD were officially listed on the Dubai Financial Market (DFM). The Emirates NBD 2007 merger between Emirates Bank International (EBI) and the National Bank of Dubai (NBD), became a regional consolidation blueprint for the banking and finance sector as it combined the second and fourth largest banks in the United Arab Emirates (UAE) to form a banking champion capable of delivering enhanced value across corporate, retail, private, Islamic and investment banking throughout the region.",6,13,2007,1,0,emiratesnbd
176,"Dubai Land Department ","Dubai Land Department ","Dubai Land Department (DLD) was founded in 1960 to establish the most prominent real estate sector in the Middle East and in the world.
DLD provides outstanding services to all its customers whilst developing the necessary legislation to propel the real estate sector in Dubai, organizing and promoting real estate investment, and spreading industry knowledge. ",25,13,1960,1,0,dld
177,"Duqm Refinery and Petrochemical Industries Company L.L.C","Duqm Refinery","Duqm Refinery and Petrochemical Industries Company L.L.C is a Joint Venture  between Oman Oil Company (OOC) and Kuwait Petroleum International (KPI). This strategic partnership between OOC and KPI has been established in the incorporation of Duqm Refinery, based in Al Duqm, Oman. ",1,13,2012,1,0,duqm_refinery
178,Gulftainer,Gulftainer,"Established in 1976, Gulftainer is a privately owned, independent port management and 3PL logistics company based in United Arab Emirates.",5,13,1976,1,0,gulftainer
179,"RA International ","RA International ","RA International provides construction, logistics, life support and maintenance services for clientele operating in remote and demanding environments. Focusing on serving those involved in humanitarian operations, and the oil & gas and mining industries. RA International is headquartered in Dubai, with regional offices across Africa.",18,13,2013,1,0,ra_international
180,"Banque Misr","Banque Misr","Banque Misr was established in 1920 by the pioneer economist Mohamed Talaat Harb Pasha, who came up with the concept of investing national saving and directing them towards economic and social development and thus Banque Misr became the first bank to be wholly owned by Egyptians.",6,2,1920,1,0,banque_misr
181,"Emaar Properties",Emaar,"Emaar Properties established in 1977 is a Public Joint Stock Company listed on the Dubai Financial Market. A pioneering developer of integrated master-planned communities.
",17,13,1977,1,0,emaar
182,"Emaar Economic City ","Emaar Economic City ","Emaar, The Economic City is developing King Abdullah Economic City (KAEC), the region’s largest-of-its-kind real estate project. Creating a dynamic city hub, KAEC serves as a strong growth catalyst for the Saudi economy.",17,10,2006,1,0,emaar_economic_city
183,"United Development Company",UDC,"United Development Company (UDC) established in 1999, is a leading Qatari public shareholding company with a mission to identify and invest in long-term projects contributing to Qatar’s growth and providing good shareholder value. 
",17,9,1999,1,0,udc
184,"Summertown Interiors","Summertown ","Summertown Interiors founded in 1977, offers superior quality interior solutions in the UAE and has firsthand experience at executing green interior projects.
The Summertown team is made up of architects, planners, and project managers who interpret client requirements and suggest solutions prior to and during the projects development stage. All projects are executed in accordance with the internationally recognised ISO 9001:2008 quality management system.",15,13,1997,1,0,summertown
185,"Aamal - (AHCS)",Aamal,"Aamal Company was established in 2001. Aamal is widely diversified with operations across 26 business units, some of which have been operating in Qatar for almost 40 years, achieving strong market leading positions. Aamal runs a successful group, staffed with over 2,300 employees and is considered to be a role model for many other companies in the region.",7,9,2001,0,1,aamal
186,"Al Ahli Bank - (ABQK)",AhliBank,"Ahlibank was founded in 1983 and offers a full range of products and services covering; Corporate Banking, Retail & Private Banking, International Banking, Treasury & Investments and Brokerage Services. - See more at: http://www.ahlibank.com.qa/en/others/about-us#sthash.o68uEORD.dpuf",6,9,1983,0,1,ahlibank
187,"Al Khaleej Takaful - (AKHI)","Al Kaleej Takaful (AKHI)","Al Khaleej Takaful Group, a prominent National Insurance company in Qatar, has been transacting all types of general insurance and reinsurance business since its incorporation in the year 1978.
During its existence spanning over quarter of a century, Al Khaleej has made a niche in the local insurance market for its professionalism, integrity and unmatched superior services to the clients.",27,9,1978,1,0,alkhaleej
188,"Al khalij Commercial Bank - (KCBK)","Al khalij Commercial Bank - (KCBK)","Al Khalij Commercial Bank (Al Khaliji) is a Qatar-based company engaged in the banking sector. Al Khaliji, along with its subsidiaries, provides commercial banking activities. ",6,9,2007,0,1,alkhalij_bank
189,"Al Meera - (MERS)","Al Meera - (MERS)","Al Meera is Qatar’s leader in the retail industry. For the last 11 years, we have been committed in providing quality products and services at reasonable prices in order to meet the ever-changing needs of our customers in a responsible and receptive manner. Al Meera operates through 43 supermarkets and convenience stores.",23,9,2005,0,1,almeera
190,"Qatari Investors Group - (QIGD) ","The Investors - (QIGD)","Qatar Investors Group (QIG) is a major manufacturing and service company, specializing in cement manufacturing, investments, real estate, security systems, trading and the retail sector.

",21,9,2006,0,1,qig
191,"Barwa Real Estate Company",BRES,"Barwa's foundations were laid on November 2005, when it obtained its commercial license. The group's name derives from an important principle in Qatar's commercial heritage - the concept of a reliable and trustworthy agreement or contract. Since its establishment, Barwa has proven to be a dynamic and powerful contributor towards the development of Qatar. ",17,9,2005,0,1,barwa
192,"Qatar Cinema Company - (QCFS)","Cinema - (QCFS)","Qatar Company for cinema and distributing films is the Qatari principal company in the field of arts and cultural entertainment. It was established in 1970 by a group of selective Qatari contributors. ",20,9,1970,1,0,qatarcinema
193,"Commercial Bank of Qatar - (CBQK)",CBQK,"The Commercial Bank of Qatar is a private bank operating in Qatar since 1975. The bank offers a range of products and services across retail, and corporate banking divisions.",6,9,1975,0,1,cbq
194,"Dlala Holding - (DBIS)",DBIS,"Dlala Brokerage and Investment Holding Company (Q.S.C.) was established in May 2005. Dlala Holding later went on to establish both Dlala Brokerage Company (W.L.L.) and Dlala Islamic Brokerage Company (W.L.L.). Both companies commenced operations in January 2006 and are registered on DSM.",6,9,2005,0,1,dlala
195,"Doha Insurance Company - (DOHI)","Doha Insurance","Doha Insurance Company Q.S.C is a Qatari shareholding company registered an incorporated in the state of Qatar in 1999, listed on Qatar Exchange, and is engaged in the business of insurance and re-insurance.
The Company was formed in response to the need for growth in the insurance industry, warranted by unprecedented accelerated economic expansion in Qatar as well as the enactment of laws encouraging investments.

During 2006, the Company established an Islamic Takaful branch under the brand name "" Doha Takaful "" to carry out insurance and reinsurance activities in accordance with Islamic Sharia principles on a non-usury basis in all areas of insurance.",27,9,1999,0,1,doha_insurance
196,"Ezdan Holding Group",ERES,"Ezdan Holding Group founded in 1960 as a private company under the name of Thani Bin Abdullah Housing Group. In early 2007, after undergoing several stages, it was transformed to Ezdan Real Estate Company, which became a public joint stock company during the same year.",17,9,1960,0,1,ezdan
197,"Qatar General Insurance - (QGIRCO)","Qatar General Insurance - (QGRI)","Qatar General Insurance & Reinsurance Company (QGIRCO) established in 1979 is a leading insurance company in the region proving individuals, families and businesses with exceptional and innovative insurance solutions through our expertise in conventional and Islamic insurance products and services.",27,9,1979,1,0,qgirco
198,"Gulf warehousing Company - (GWCS)","Gulf warehousing Company - (GWCS)","GWC is the leading provider of logistics and supply chain solutions in the State of Qatar. Established as a Qatari public shareholding company in 2004; the company offers high-quality warehousing and distribution services, hazmat logistics, freight forwarding, project logistics, sports and event logistics, equestrian logistics, fine art logistics, supply chain consulting, transportation management, records management, and door-to-door moving and relocation services. GWC delivers this by understanding the clients’ needs and by leveraging a global shipping network through Agility. Being a trendsetter, and raising the bar for the industry standards and practices, GWC has become the Authorized Service Contractor (ASC) for UPS in the State of Qatar since 2015. The company is backed by a team of committed and innovative experts in the field and supported by state-of-the-art IT systems and logistical infrastructure. To get GWC news and updates, please follow us on YouTube and Social Media @gwclogistics",5,9,2004,0,1,gwc
200,"Islamic Holding",IHGS,"Islamic Holding Group engages in the provision of financial brokerage services. It operates through the following segments: Brokerage, Real Estate, and Others.
The company was founded in 2003 and is headquartered in Doha, Qatar.",6,9,2003,0,1,ihgs
201,"Industries Qatar",IQCD,"Industries Qatar Company is a holding company, which engages in the petrochemicals, fuels, fertilizers, additives and steel industries. The company operates its business through three segments: Petrochemical, Fertilizer and Steel. Industries of Qatar was founded in 2003 and is headquartered in Doha, Qatar.",7,9,2003,0,1,iqcd
202,"Qatar Industrial Manufacturing",QIMD,"Qatar Industrial Manufacturing Company engages in the provision of investment services. It offers industrial manufacturing and industrial investments. The company was founded in 1990 and is headquartered in Doha, Qatar.",7,9,1990,0,1,qatar_indust
203,"Mannai Corporation",MCCS,"Mannai Corporation engages in trade and service businesses. It operates through the following business segments: Auto, Heavy Equipment, Energy and Industrial Markets, Industrial Supplies, Information Technology, Travel, Engineering, Geotechnical services, Logistics, Jewellery trading, Telecom Retail, and Others.
The company was founded in 1963 and is headquartered in Doha, Qatar.",26,9,1963,0,1,mccs
204,"Qatar Gas Transport  Company - Nakilat",Nakilat,"Qatar Gas Transport Company operates as a shipping company. The company provides shipping and marine-related services to a range of participants within the Qatari hydrocarbon sector. It owns, operates and manages LNG and gas derivative vessels. The company was founded in 2004 and is headquartered in Doha, Qatar.",5,9,2004,0,1,nakilat
205,"Qatar International Islamic Bank","Qatar International Islamic Bank","Qatar International Islamic Bank is a commercial bank, which engages in carrying out all aspects of banking, financing and investment activities. It operates through the following segments: Corporate, Retail and Treasury & Investments. Qatar International Islamic Bank was founded in 1990 and is headquartered in Doha, Qatar.",6,9,1990,0,1,qiib
206,"Qatar Islamic Insurance","Qatar Islamic Insurance","Started transacting business in 1995, QIIC has grown rapidly to become a leading Takaful insurance company in Qatar and the world. Combining adherence to the principles of Islamic Sharia with innovatory and dynamic management, we have continually upgraded our operations, and now lead the field in introducing new products and services to our customers.",27,9,1995,0,1,qii
207,"Medicare Group",MCGS,"Medicare Group Q.S.C engages in the management and the operation of Al-Ahli Hospital. It offers healthcare services such as intensive care units, rehabilitation centres, laboratories, and clinics. The group was founded in 1996 and is headquartered in Doha, Qatar.",19,9,1996,0,1,mcgs
208,"Mazaya Qatar Real Estate Development",MAZAYA,"Mazaya Qatar Real Estate Development QSC develops real estate and operates real estate related business. The Company develops real estate in the Middle East; and offers project managements & consulting, property valuation, real estate brokerage, assets & facilities management, marketing management, real estate portfolio & fund management, and real estate market research services.",17,9,2008,0,1,mazaya
209,"Qatari German For Medical Devices",QGMD,"Qatar German for Medical Devices engages in the manufacturing of medical devices and syringes. Its products include Q JectUltra, Q Flow, Q Need, Q Ject, and Q Safe. The company was founded in 2000 and is headquartered in Doha, Qatar.",19,9,2000,0,1,qgmd
210,"National Leasing Holding",NLCS,"National Leasing Holding Company operates within the diversified financials sector. It has 4 subsidiaries operating across Qatar, working on real estate operating companies, trucking and consumer finance. The company is based in Doha, Qatar and was established in 2003.",6,9,2003,0,1,nlh
